acqf,trial,iteration,best_f,sum_c_x,cum_costs
CArBO,2,1,0.1132572668970279,168.5584091628382,767.1504954054774
CArBO,2,2,19.10830286945524,135.82133643732317,902.9718318428006
CArBO,2,3,19.10830286945524,117.83299261472123,1020.8048244575218
CArBO,2,4,19.10830286945524,194.8974306820537,1215.7022551395755
CArBO,2,5,26.27399845406174,105.66258303183773,1321.364838171413
CArBO,2,6,26.27399845406174,116.8438143075816,1438.208652478995
CArBO,2,7,26.27399845406174,127.52759959096744,1565.7362520699623
MS_BO,8,1,5.641038263852268,23.67268715328742,560.9308615226862
MS_BO,8,2,32.12326236025335,34.420100743940864,595.3509622666271
MS_BO,8,3,32.12326236025335,125.48542426649212,720.8363865331193
MS_BO,8,4,32.12326236025335,34.87856848130954,755.7149550144288
MS_BO,8,5,32.12326236025335,39.16962086355781,794.8845758779867
MS_BO,8,6,32.12326236025335,75.74321931429327,870.6277951922799
MS_BO,8,7,32.12326236025335,77.7478914740762,948.3756866663562
MS_BO,8,8,32.12326236025335,27.77548733814939,976.1511740045056
MS_BO,8,9,32.12326236025335,29.981419658045382,1006.1325936625508
MS_BO,8,10,32.12326236025335,34.33501978821017,1040.467613450761
MS_BO,8,11,32.12326236025335,39.73813825726107,1080.205751708022
MS_BO,8,12,32.12326236025335,39.99366043787867,1120.1994121459006
MS_BO,8,13,32.12326236025335,53.91955028291191,1174.1189624288124
MS_BO,8,14,32.12326236025335,46.996211918661,1221.1151743474734
MS_BO,8,15,32.12326236025335,78.35616727023697,1299.4713416177103
MS_BO,8,16,32.12326236025335,42.706250905625005,1342.1775925233353
MS_BO,8,17,32.12326236025335,32.53092822426763,1374.708520747603
MS_BO,8,18,32.12326236025335,30.48341834830652,1405.1919390959094
MS_BO,8,19,32.12326236025335,31.54992346101185,1436.7418625569212
MS_BO,8,20,32.12326236025335,53.28532623850219,1490.0271887954234
MS_BO,8,21,32.12326236025335,35.46100847294745,1525.4881972683709
MS_BO,2,1,28.304217314812448,33.14876990257606,631.7408561452153
MS_BO,2,2,40.64403018356005,78.33526542863137,710.0761215738466
MS_BO,2,3,40.64403018356005,73.48663883325435,783.562760407101
MS_BO,2,4,40.64403018356005,28.594300534173318,812.1570609412743
MS_BO,2,5,40.64403018356005,44.11430116710102,856.2713621083753
MS_BO,2,6,40.64403018356005,114.26950067084292,970.5408627792184
MS_BO,2,7,40.64403018356005,56.16128741906931,1026.7021501982877
MS_BO,2,8,40.64403018356005,40.63272539690059,1067.3348755951884
MS_BO,2,9,40.64403018356005,42.75056872063246,1110.0854443158207
MS_BO,2,10,55.2900285183086,55.85290458044169,1165.9383488962624
MS_BO,2,11,55.2900285183086,37.36379921795617,1203.3021481142189
MS_BO,2,12,55.2900285183086,30.29891800756597,1233.6010661217847
MS_BO,2,13,55.2900285183086,41.27390950301553,1274.8749756248003
MS_BO,2,14,55.2900285183086,35.249270291744786,1310.124245916545
MS_BO,2,15,55.2900285183086,55.89893722559299,1366.023183142138
MS_BO,2,16,55.2900285183086,33.18197989987455,1399.2051630420126
MS_BO,2,17,55.2900285183086,26.159881621769003,1425.3650446637816
