acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta,duration,n_prefs
EEIPU,9,1,-8.302398019863887,2.441859969552898,45.335836662279945,0,0.9844572479262808,102.59288382530212,5
EEIPU,9,2,-8.302398019863887,2.8751168941187624,48.21095355639871,0,0.9661567599271956,204.3297679424286,5
EEIPU,9,3,-8.302398019863887,3.0219327877889954,51.232886344187705,0,0.9469217699237976,271.1726803779602,5
EEIPU,9,4,-8.302398019863887,2.9789717720548654,54.21185811624257,0,0.9279602322987982,334.2468490600586,5
EEIPU,9,5,-6.130258526798092,3.108740460572619,57.320598576815186,0,0.908172700317975,370.4166841506958,5
EEIPU,9,6,-6.130258526798092,3.2052628234384635,60.525861400253646,0,0.8877707911106528,447.27408719062805,5
EEIPU,9,7,-6.130258526798092,3.0402253353469977,63.56608673560064,0,0.8684193666945385,382.1546859741211,5
EEIPU,9,8,-6.130258526798092,3.291998082818262,66.8580848184189,0,0.847465376430399,360.1777379512787,5
EEIPU,9,9,-6.130258526798092,2.381883553267796,69.2399683716867,0,0.8323043819431969,436.6616680622101,5
EEIPU,9,10,-6.130258526798092,3.4776251207082405,72.71759349239494,0,0.8101688517610944,426.8374807834625,5
EEIPU,9,11,-6.130258526798092,3.635476497116415,76.35306998951135,0,0.7870285773108524,513.9442365169525,5
EEIPU,9,12,-5.725077411436472,3.2679332853676573,79.62100327487902,0,0.7662277625707572,556.963559627533,5
EEIPU,9,13,-5.725077411436472,3.4395942472023093,83.06059752208132,0,0.7443343037790784,481.75771403312683,5
EEIPU,9,14,-5.725077411436472,4.07532118826185,87.13591871034318,0,0.7183943614237734,492.1445255279541,5
EEIPU,9,15,-5.725077411436472,3.2587781500172532,90.39469686036043,0,0.6976518202950758,458.2433195114136,5
EEIPU,9,16,-5.665618491328279,3.605657948386361,94.00035480874679,0,0.6747013447341591,615.1751089096069,5
EEIPU,9,17,-5.665618491328279,3.2967268638283524,97.29708167257515,0,0.6537172551720389,875.9016268253326,5
EEIPU,9,18,-5.665618491328279,3.953909681535885,101.25099135411104,0,0.6285501126379637,552.9386842250824,5
EEIPU,9,19,-5.038182428055424,3.723901303271284,104.97489265738233,0,0.6048470029488593,626.229033946991,5
EEIPU,9,20,-5.038182428055424,4.303273867205911,109.27816652458824,0,0.5774561125385697,559.0498504638672,5
EEIPU,9,21,-4.853358826797481,4.473771659381555,113.7519381839698,0,0.5489799818008474,525.293835401535,5
EEIPU,9,22,-4.853358826797481,4.41645793495314,118.16839611892294,0,0.5208686602742671,499.0724422931671,5
EEIPU,9,23,-4.853358826797481,4.410369665255,122.57876578417795,0,0.4927960913656324,494.4185883998871,5
EEIPU,9,24,-4.853358826797481,4.142813297768573,126.72157908194652,0,0.46642655307195463,516.9756472110748,5
EEIPU,9,25,-4.853358826797481,5.214021860230964,131.93560094217747,0,0.4332386348084186,456.53674817085266,5
EEIPU,9,26,-4.853358826797481,5.610540787453338,137.54614172963082,0,0.3975268226872495,397.1263151168823,5
EEIPU,9,27,-4.853358826797481,5.902813317237786,143.4489550468686,0,0.3599546584062348,415.8574221134186,5
EEIPU,9,28,-4.853358826797481,5.117976671605698,148.5669317184743,0,0.32737808009392017,600.548229932785,5
EEIPU,9,29,-4.853358826797481,6.129923995269477,154.6968557137438,0,0.28836032720178323,397.36125445365906,5
EEIPU,9,30,-4.853358826797481,5.279419986280418,159.97627570002422,0,0.2547561414733037,387.65792894363403,5
EEIPU,9,31,-4.853358826797481,5.8335300304755915,165.80980573049982,0,0.2176249742037574,255.29171061515808,5
EEIPU,9,32,-4.853358826797481,4.612770719774,170.42257645027382,0,0.18826409660868135,242.69517946243286,5
EEIPU,9,33,-4.853358826797481,5.1555458630040345,175.57812231327785,0,0.15544838557180632,274.1084976196289,5
EEIPU,9,34,-2.7388335692612698,13.184895282552588,188.76301759583043,1,0.07152483506117344,296.63150930404663,5
EEIPU,9,35,-2.7388335692612698,4.185467197824056,192.9484847936545,0,0.04488379921980408,357.13396310806274,5
EEIPU,9,36,-2.7388335692612698,3.9965848763520753,196.94506967000657,0,0.01944502359415269,308.0291314125061,5
EEIPU,9,37,-1.676233831987357,4.784496795191352,201.72956646519793,0,-0.011008912508817009,310.2149782180786,5
