acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta,duration,n_prefs
CArBO,9,1,-3.1420686052552145,7.90640406948072,63.436000306311094,0,0.9770476534903807,134.31111574172974,5
CArBO,9,2,-3.1420686052552145,7.248176252675584,70.68417655898668,0,0.9560061469531199,62.47350883483887,5
CArBO,9,3,-3.1420686052552145,7.754516970449833,78.4386935294365,0,0.9334947297580997,81.64052057266235,5
CArBO,9,4,-3.1420686052552145,7.055438462601988,85.49413199203849,0,0.9130127423782701,95.31186175346375,5
CArBO,9,5,-2.0438480263071575,7.4623686030924095,92.9565005951309,0,0.8913494339443097,101.92323780059814,5
CArBO,9,6,-1.8006161530873253,7.8059922283802745,100.76249282351118,0,0.8686885837142068,75.93969249725342,5
CArBO,9,7,-1.8006161530873253,7.213448986221361,107.97594180973255,0,0.8477478906752172,99.3284661769867,5
CArBO,9,8,-1.8006161530873253,7.544542629116071,115.52048443884861,0,0.8258460304669216,95.98905658721924,5
CArBO,9,9,-1.8006161530873253,7.665422201413324,123.18590664026193,0,0.8035932560117802,141.56095552444458,5
CArBO,9,10,-1.8006161530873253,8.110622056312323,131.29652869657426,0,0.7800480632529604,122.13543820381165,5
CArBO,9,11,-1.8006161530873253,7.957954236941326,139.2544829335156,0,0.7569460662453666,96.37515449523926,5
CArBO,9,12,-1.8006161530873253,6.7817282650470965,146.03621119856268,0,0.737258661490241,120.15447878837585,5
CArBO,9,13,-1.8006161530873253,8.079606462775262,154.11581766133796,0,0.713803507217161,263.6402418613434,5
CArBO,9,14,-1.5777825753937083,8.290176554686102,162.40599421602406,0,0.6897370664892494,177.7449278831482,5
CArBO,9,15,-1.5777825753937083,7.927197458516838,170.3331916745409,0,0.6667243566253073,258.89167380332947,5
CArBO,9,16,-1.5777825753937083,7.639391136931888,177.9725828114728,0,0.6445471505330703,298.6760256290436,5
CArBO,9,17,-1.5777825753937083,8.95962708922471,186.9322099006975,0,0.6185372902044464,302.18336963653564,5
CArBO,9,18,-1.5777825753937083,9.285897562831202,196.2181074635287,0,0.5915802644008147,283.41273403167725,5
CArBO,9,19,-1.5777825753937083,8.162528208175512,204.3806356717042,0,0.5678843877188011,294.569486618042,5
CArBO,9,20,-1.431525935753474,7.865893284597617,212.2465289563018,0,0.5450496443020472,285.47831106185913,5
