acqf,trial,iteration,best_f,sum_c_x,cum_costs
LaMBO,3,0,-59.1337076277819,8.759837748827142,508.7598377488271
LaMBO,3,1,-23.626934204050563,12.709897662412857,521.46973541124
LaMBO,3,2,-23.626934204050563,11.725317053751727,533.1950524649917
LaMBO,3,3,-23.626934204050563,7.981867001725044,541.1769194667168
LaMBO,3,4,-23.626934204050563,8.715283770478969,549.8922032371958
LaMBO,3,0,-59.1337076277819,8.759837748827142,508.7598377488271
LaMBO,3,1,-23.626934204050563,12.709897662412857,521.46973541124
LaMBO,3,2,-23.626934204050563,11.725317053751727,533.1950524649917
LaMBO,3,3,-23.626934204050563,7.981867001725044,541.1769194667168
LaMBO,3,4,-23.626934204050563,8.715283770478969,549.8922032371958
LaMBO,3,0,-59.1337076277819,8.759837748827142,508.7598377488271
LaMBO,3,1,-23.626934204050563,12.709897662412857,521.46973541124
LaMBO,3,2,-23.626934204050563,11.725317053751727,533.1950524649917
LaMBO,3,3,-23.626934204050563,7.981867001725044,541.1769194667168
LaMBO,3,4,-23.626934204050563,8.715283770478969,549.8922032371958
LaMBO,3,0,-59.1337076277819,8.759837748827142,508.7598377488271
