acqf,trial,iteration,best_f,sum_c_x,cum_costs
MS_BO,4,1,-21.345484108727415,32.12407432526679,685.6958215429112
MS_BO,4,2,-18.90450104643533,119.02763867933339,804.7234602222445
MS_BO,4,3,-16.800109491624575,67.69881788143249,872.422278103677
MS_BO,4,4,-16.800109491624575,15.663039090739042,888.085317194416
MS_BO,4,5,-16.800109491624575,43.65441824022404,931.73973543464
MS_BO,4,6,-16.800109491624575,155.96944301868203,1087.709178453322
MS_BO,4,7,-16.800109491624575,56.85862768340392,1144.567806136726
MS_BO,4,8,-16.800109491624575,46.188811344996964,1190.756617481723
MS_BO,4,9,-16.800109491624575,53.48614832856275,1244.2427658102856
MS_BO,4,10,-12.0721272619674,77.18553860016837,1321.428304410454
MS_BO,4,11,-12.0721272619674,33.05038105857127,1354.4786854690253
MS_BO,4,12,-12.0721272619674,11.753900284521524,1366.2325857535468
MS_BO,4,13,-12.0721272619674,37.49480459668084,1403.7273903502276
MS_BO,4,14,-12.0721272619674,12.64633326268459,1416.373723612912
MS_BO,4,15,-12.0721272619674,54.563796179743605,1470.9375197926556
MS_BO,4,16,-12.0721272619674,23.98532136137314,1494.9228411540287
MS_BO,4,17,-12.0721272619674,18.834480012068383,1513.757321166097
