acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta,duration,n_prefs
EEIPU,8,1,-3.092979787607165,2.42269598510988,40.193667339824565,0,0.985066199278015,230.75482845306396,5
EEIPU,8,2,-3.092979787607165,0.704026760871404,40.89769410069597,2,0.9807264903692552,444.8796167373657,5
EEIPU,8,3,-3.092979787607165,0.7713483633014091,41.66904246399738,2,0.9759718026925633,360.78799414634705,5
EEIPU,8,4,-3.092979787607165,1.5063791953991938,43.17542165939657,1,0.9666862931387036,516.7049808502197,5
EEIPU,8,5,-3.092979787607165,0.6419698823497504,43.81739154174632,2,0.9627291105819775,460.26873087882996,5
EEIPU,8,6,-3.092979787607165,1.3802665620030123,45.19765810374933,1,0.9542209750557457,432.8831317424774,5
EEIPU,8,7,-3.092979787607165,1.3390211822562494,46.53667928600558,1,0.9459670812030986,653.5119841098785,5
EEIPU,8,8,-3.092979787607165,2.6036473953381964,49.14032668134378,0,0.9299178733820305,572.6499629020691,5
EEIPU,8,9,-2.9129350000524097,2.619431903347938,51.75975858469172,0,0.9137713678816163,627.7067334651947,5
EEIPU,8,10,-2.9129350000524097,0.6410308084964146,52.400789393188134,2,0.9098199738934416,742.5826499462128,5
EEIPU,8,11,-2.9129350000524097,0.7312963590047082,53.13208575219284,2,0.9053121717749706,710.1395828723907,5
EEIPU,8,12,-2.7661964211663355,1.3164539917858193,54.448539743978664,1,0.897197384903724,455.1541202068329,5
EEIPU,8,13,-2.7661964211663355,1.339859614252076,55.78839935823074,1,0.8889383228515084,485.370534658432,5
EEIPU,8,14,-2.6944010476058784,1.496226892142179,57.28462625037292,1,0.879715393363262,544.3508102893829,5
EEIPU,8,15,-2.6944010476058784,0.6476288206711571,57.93225507104408,2,0.8757233284037459,586.0374472141266,5
EEIPU,8,16,-2.6944010476058784,0.6431859199204872,58.575440990964566,2,0.871758650039513,617.878755569458,5
EEIPU,8,17,-2.6944010476058784,1.413123537847392,59.988564528811956,1,0.8630479800093226,761.9423990249634,5
EEIPU,8,18,-2.6944010476058784,1.4269926671340185,61.41555719594597,1,0.8542518189335256,564.357305765152,5
EEIPU,8,19,-2.6944010476058784,1.443598875699339,62.85915607164531,1,0.8453532951135022,534.6407577991486,5
EEIPU,8,20,-2.6944010476058784,1.3651492739682345,64.22430534561354,1,0.8369383444393343,741.7756261825562,5
EEIPU,8,21,-2.6944010476058784,1.8894110318898414,66.11371637750338,1,0.8252917787928061,603.1540853977203,5
EEIPU,8,22,-2.6944010476058784,1.6972922818704528,67.81100865937383,1,0.8148294571229797,735.5040657520294,5
EEIPU,8,23,-2.6944010476058784,2.030642338957394,69.84165099833122,1,0.8023123240555224,575.3127589225769,5
EEIPU,8,24,-2.6944010476058784,1.6803375406062906,71.5219885389375,1,0.7919545135290207,892.541512966156,5
EEIPU,8,25,-2.6944010476058784,1.5578295427822608,73.07981808171976,1,0.7823518576061497,873.2117216587067,5
EEIPU,8,26,-2.6944010476058784,1.399188946025942,74.47900702774571,1,0.7737270821408088,776.7333579063416,5
EEIPU,8,27,-2.6569992601624888,0.8931020955763297,75.37210912332203,2,0.7682218892475621,884.5591955184937,5
EEIPU,8,28,-2.6569992601624888,1.7941125195325571,77.1662216428546,1,0.75716275553694,849.9226746559143,5
EEIPU,8,29,-2.6569992601624888,0.6413153080133004,77.8075369508679,2,0.7532096078582002,711.3474488258362,5
EEIPU,8,30,-2.6569992601624888,0.8828627382795978,78.6903996891475,2,0.7477675316425436,808.0660600662231,5
EEIPU,8,31,-2.6543014998797405,0.966472892290429,79.65687258143792,2,0.7418100719920662,585.0947318077087,5
EEIPU,8,32,-2.6543014998797405,2.3359482597647903,81.99282084120271,1,0.7274109950865861,973.2452659606934,5
EEIPU,8,33,-2.6543014998797405,1.994161334164518,83.98698217536723,1,0.7151187354902795,966.8957781791687,5
EEIPU,8,34,-2.6543014998797405,1.73091436914337,85.7178965445106,1,0.7044491630740628,1190.065227985382,5
EEIPU,8,35,-2.6543014998797405,2.559426191490175,88.27732273600077,1,0.6886725402781119,1529.2155256271362,5
EEIPU,8,36,-2.6543014998797405,3.347894551824999,91.62521728782576,1,0.6680357000049375,1292.8217995166779,5
EEIPU,8,37,-2.6543014998797405,2.7277332046508977,94.35295049247667,1,0.6512216117531049,1389.4168000221252,5
EEIPU,8,38,-2.6543014998797405,3.0834594696794384,97.4364099621561,1,0.6322147823624079,1180.503562927246,5
EEIPU,8,39,-2.6543014998797405,2.144226331107668,99.58063629326378,1,0.6189975033771774,1535.7875335216522,5
EEIPU,8,40,-2.6543014998797405,0.9433941966007597,100.52403048986454,2,0.613182303690175,1118.5356357097626,5
EEIPU,8,41,-2.6543014998797405,0.98674436519776,101.51077485506231,2,0.607099888148162,1210.3517398834229,5
EEIPU,8,42,-2.6533263333307024,0.8264982396314826,102.33727309469378,2,0.602005249743844,1371.5659458637238,5
EEIPU,8,43,-2.6533263333307024,1.4903344768467421,103.82760757154053,1,0.5928186418396238,1341.7043583393097,5
EEIPU,8,44,-2.6533263333307024,3.003557786264876,106.8311653578054,1,0.5743043364076892,1755.2560834884644,5
EEIPU,8,45,-2.6533263333307024,0.6459144570784396,107.47707981488384,2,0.570322838999536,3174.1757156848907,5
EEIPU,8,46,-2.6533263333307024,1.0553980357524353,108.53247785063627,2,0.563817233655254,3028.0847930908203,5
