acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta
CArBO,1,1,-2.066465328775198,5.244772364791471,80.90241240490373,0,0.9838295177804093
CArBO,1,2,-2.066465328775198,5.623060303044995,86.52547270794872,0,0.9664927126102785
CArBO,1,3,-2.066465328775198,5.356085899727343,91.88155860767607,0,0.9499790327431474
CArBO,1,4,-2.066465328775198,6.08672106805554,97.96827967573161,0,0.93121268637751
CArBO,1,5,-2.066465328775198,5.325591374341511,103.29387105007312,0,0.9147930260685694
CArBO,1,6,-2.066465328775198,5.050140006526647,108.34401105659977,0,0.8992226269164166
CArBO,1,7,-1.7162909354078095,6.317291840536742,114.66130289713651,0,0.8797453935346343
CArBO,1,8,-1.7162909354078095,5.215459080570736,119.87676197770725,0,0.8636652889155038
CArBO,1,9,-1.7162909354078095,6.25555946662279,126.13232144433003,0,0.8443783864356783
CArBO,1,10,-1.5559954097262072,5.1396729680177895,131.27199441234782,0,0.8285319426697348
CArBO,1,11,-1.5559954097262072,4.614860064326355,135.8868544766742,0,0.8143035820421031
CArBO,1,12,-1.383292518002149,5.652064888453977,141.53891936512815,0,0.7968773510399209
CArBO,1,13,-1.383292518002149,6.192633355481358,147.7315527206095,0,0.7777844599471657
CArBO,1,14,-1.383292518002149,4.8621278213960455,152.59368054200556,0,0.7627937327970106
CArBO,1,15,-1.383292518002149,5.216871984154354,157.8105525261599,0,0.7467092719674121
CArBO,1,16,-1.383292518002149,5.389501094284749,163.20005362044466,0,0.7300925676462396
CArBO,1,17,-1.284335863963754,5.987739952966404,169.18779357341106,0,0.711631396081394
CArBO,1,18,-1.284335863963754,4.922195523792409,174.10998909720345,0,0.6964554704810465
CArBO,1,19,-1.284335863963754,5.95730190679937,180.0672910040028,0,0.6780881443398168
CArBO,1,20,-1.284335863963754,7.767103894731256,187.83439489873408,0,0.6541409057007077
CArBO,1,21,-1.284335863963754,6.311799092199753,194.14619399093382,0,0.6346806073512096
CArBO,1,22,-1.284335863963754,6.07608421195283,200.22227820288666,0,0.6159470561348211
CArBO,1,23,-1.284335863963754,7.076350230122101,207.29862843300876,0,0.5941295228622716
CArBO,1,24,-1.284335863963754,6.299975353184019,213.59860378619277,0,0.5747056790141749
CArBO,1,25,-1.284335863963754,7.518605856282622,221.1172096424754,0,0.5515246000542374
CArBO,1,26,-1.284335863963754,6.041017392986033,227.1582270354614,0,0.5328991655173082
CArBO,1,27,-1.284335863963754,8.529691857291429,235.68791889275283,0,0.5066007447425864
CArBO,1,28,-1.284335863963754,8.55014434873467,244.2380632414875,0,0.48023926562591446
CArBO,1,29,-1.284335863963754,8.285889962838187,252.5239532043257,0,0.45469252555821893
CArBO,1,30,-1.284335863963754,9.319114148778922,261.84306735310463,0,0.42596018806788477
CArBO,1,31,-1.284335863963754,8.568669640280925,270.41173699338555,0,0.3995415924785186
CArBO,1,32,-1.1957845294361558,9.425843517870542,279.8375805112561,0,0.3704801910660227
CArBO,1,33,-1.1957845294361558,8.488791934645398,288.3263724459015,0,0.3443078713736605
CArBO,1,34,-1.1957845294361558,16.808867227609667,305.13523967351114,0,0.29248341270693423
CArBO,1,35,-1.1957845294361558,8.152873948636463,313.2881136221476,0,0.267346782543533
CArBO,1,36,-1.1957845294361558,16.84706665489718,330.13518027704475,0,0.2154045488587911
CArBO,1,37,-1.1957845294361558,8.355729907426717,338.4909101844715,0,0.18964248093630293
CArBO,1,38,-1.1957845294361558,15.343026141934512,353.833936326406,0,0.14233744762572328
CArBO,1,39,-1.1957845294361558,17.855151709492723,371.6890880358987,0,0.08728712452977956
CArBO,1,40,-1.1819568471806934,8.803066169920509,380.4921542058192,0,0.060145846495639345
CArBO,1,41,-1.1819568471806934,14.70713262760388,395.19928683342306,0,0.014801375827599753
CArBO,1,42,-1.1819568471806934,15.420350286534802,410.6196371199579,0,-0.03274206033794423
