acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta
EEIPU,10,1,-2.9912659134728217,4.13324721255125,84.97242289236209,0,0.9870496411288728
EEIPU,10,2,-2.9912659134728217,1.6285697893324058,86.60099268169449,2,0.9819469791940905
EEIPU,10,3,-2.9912659134728217,1.5015465700737307,88.10253925176822,2,0.9772423085213284
EEIPU,10,4,-2.9912659134728217,1.8016600599239656,89.90419931169218,2,0.9715973172735414
EEIPU,10,5,-2.9912659134728217,2.311080615580829,92.21527992727302,2,0.9643562010729444
EEIPU,10,6,-2.9912659134728217,1.9079411480084623,94.12322107528148,2,0.9583782081533171
EEIPU,10,7,-2.8009654295177713,3.348388360893965,97.47160943617544,1,0.9478869820824923
EEIPU,10,8,-2.747715325532932,3.2044219817731463,100.6760314179486,1,0.9378468338638047
EEIPU,10,9,-2.726589695444832,3.346943293310896,104.0229747112595,1,0.9273601355027515
EEIPU,10,10,-2.5589499039993426,3.87479078183265,107.89776549309214,0,0.9152195766165351
EEIPU,10,11,-2.078578081795226,4.1294753199760486,112.02724081306819,0,0.9022810359019227
EEIPU,10,12,-2.078578081795226,2.9386507391719547,114.96589155224015,2,0.8930736065583269
EEIPU,10,13,-2.078578081795226,2.9454839630306933,117.91137551527085,2,0.8838447672441517
EEIPU,10,14,-2.078578081795226,3.052612048922002,120.96398756419285,2,0.874280272430529
EEIPU,10,15,-2.078578081795226,2.941035862647575,123.90502342684043,2,0.8650653699784125
EEIPU,10,16,-2.078578081795226,2.947180823940709,126.85220425078114,2,0.8558312140314283
EEIPU,10,17,-2.078578081795226,4.534078155937834,131.38628240671898,1,0.8416249649856834
EEIPU,10,18,-2.078578081795226,1.716485414285032,133.10276782100402,2,0.8362468443534249
EEIPU,10,19,-2.078578081795226,4.680190525072315,137.78295834607633,0,0.8215827936039599
EEIPU,10,20,-1.793397805564279,1.7814474026172153,139.56440574869353,2,0.8160011329900307
EEIPU,10,21,-1.793397805564279,2.9156281674869557,142.48003391618047,2,0.8068658383507303
EEIPU,10,22,-0.7668981212218688,5.770504182496403,148.25053809867688,0,0.7887855987261223
EEIPU,10,23,-0.7668981212218688,8.523948322636278,156.77448642131316,0,0.7620782221525962
EEIPU,10,24,-0.7668981212218688,7.68811998371347,164.46260640502663,0,0.7379896768241114
EEIPU,10,25,-0.7668981212218688,6.1552948999921515,170.6179013050188,0,0.7187038045272751
EEIPU,10,26,-0.7668981212218688,5.992662100222862,176.61056340524166,0,0.6999274960220342
EEIPU,10,27,-0.7668981212218688,7.107290819139932,183.7178542243816,0,0.6776588142868042
EEIPU,10,28,-0.7668981212218688,8.656963958502065,192.37481818288367,0,0.6505346709119356
EEIPU,10,29,-0.7668981212218688,6.485030256332801,198.85984843921648,0,0.630215666315598
EEIPU,10,30,-0.06402183038593279,8.736673953309722,207.5965223925262,0,0.6028417742600214
EEIPU,10,31,-0.06402183038593279,7.946707704299508,215.5432300968257,0,0.5779430175870307
EEIPU,10,32,-0.06402183038593279,11.634998567365551,227.17822866419127,0,0.5414880466733917
EEIPU,10,33,-0.06402183038593279,6.803799729129725,233.982028393321,0,0.520170268266152
EEIPU,10,34,-0.06402183038593279,7.978462067201775,241.96049046052278,0,0.49517201829548013
EEIPU,10,35,-0.06402183038593279,7.777108408486371,249.73759886900916,0,0.4708046529552897
EEIPU,10,36,-0.06402183038593279,7.977028197005465,257.7146270660146,0,0.4458108956105515
EEIPU,10,37,-0.06402183038593279,10.980018289834442,268.69464535584905,0,0.41140811978986036
EEIPU,10,38,-0.06402183038593279,7.477387075592453,276.1720324314415,0,0.38797984631200094
EEIPU,10,39,-0.06402183038593279,6.505634031489129,282.67766646293063,0,0.36759628562485797
EEIPU,10,40,-0.06402183038593279,6.180438243784355,288.858104706715,0,0.34823163378530764
EEIPU,10,41,-0.06402183038593279,7.629014219243695,296.48711892595867,0,0.3243282796205431
EEIPU,10,42,-0.06402183038593279,8.769621728908835,305.2567406548675,0,0.29685115504678605
EEIPU,10,43,-0.06402183038593279,7.221064609159487,312.477805264027,0,0.27422599538146586
EEIPU,10,44,-0.06402183038593279,6.246580467591758,318.7243857316187,0,0.2546541056268353
EEIPU,10,45,-0.06402183038593279,5.999720865415593,324.72410659703434,0,0.23585568048115843
EEIPU,10,46,-0.06402183038593279,7.439158685838074,332.16326528287243,0,0.21254718482952742
EEIPU,10,47,0.8200107606542186,7.166573978081279,339.3298392609537,0,0.19009275611527018
EEIPU,10,48,0.8200107606542186,7.999658066985119,347.3294973279388,0,0.16502809448574746
EEIPU,10,49,0.8200107606542186,8.197901666747853,355.5273989946866,0,0.13934229271415058
EEIPU,10,50,0.8200107606542186,9.904387258026777,365.4317862527134,0,0.10830970192195967
EEIPU,10,51,0.8200107606542186,8.785627179316142,374.2174134320295,0,0.08078242880493641
EEIPU,10,52,0.8200107606542186,8.881252648082096,383.09866608011157,0,0.05295554037964459
EEIPU,10,53,0.8200107606542186,7.756650927554917,390.8553170076665,0,0.028652272758762424
EEIPU,10,54,0.8200107606542186,7.220964040505081,398.07628104817155,0,0.00602742819682196
EEIPU,10,55,0.8200107606542186,11.34540395636306,409.4216850045346,0,-0.029520180067847405
