acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta
EEIPU,8,1,-2.875680063077472,3.9069443716184713,72.8032375798508,0,0.9882002397089575
EEIPU,8,2,-2.875680063077472,1.3744566617676313,74.17769424161844,2,0.9840491032717203
EEIPU,8,3,-2.875680063077472,1.5247128887030685,75.7024071303215,2,0.9794441627125319
EEIPU,8,4,-2.875680063077472,1.8348355823853912,77.5372427127069,2,0.9739025890461902
EEIPU,8,5,-2.875680063077472,2.638419698113028,80.17566241081992,2,0.9659340292143536
EEIPU,8,6,-2.875680063077472,2.089925609828763,82.26558802064869,2,0.9596220321966243
EEIPU,8,7,-2.875680063077472,2.587152764902334,84.85274078555102,1,0.9518083088470111
EEIPU,8,8,-2.875680063077472,2.0359825381876897,86.88872332373872,2,0.9456592307895186
EEIPU,8,9,-2.875680063077472,1.418303792172581,88.3070271159113,2,0.9413756671715958
EEIPU,8,10,-2.875680063077472,2.6137165158414932,90.92074363175279,2,0.9334817159344831
EEIPU,8,11,-2.875680063077472,4.394596962935472,95.31534059468825,0,0.9202091464259236
EEIPU,8,12,-2.875680063077472,2.0633578791990774,97.37869847388733,2,0.913977389315162
EEIPU,8,13,-2.875680063077472,3.179389502578559,100.55808797646588,2,0.9043749915244961
EEIPU,8,14,-2.875680063077472,3.502985453166789,104.06107342963267,1,0.8937952686723754
EEIPU,8,15,-2.875680063077472,2.08237011702397,106.14344354665664,2,0.8875060907673584
EEIPU,8,16,-2.875680063077472,3.097823053589805,109.24126660024645,2,0.8781500401099792
EEIPU,8,17,-2.875680063077472,3.417812350373844,112.6590789506203,1,0.8678275572133339
EEIPU,8,18,-2.875680063077472,2.0669351413834587,114.72601409200375,2,0.8615849960490056
EEIPU,8,19,-2.875680063077472,2.3559781131007274,117.08199220510448,1,0.8544694667910309
EEIPU,8,20,-2.875680063077472,3.4465093028805636,120.52850150798504,0,0.8440603133077444
EEIPU,8,21,-2.875680063077472,5.671526958689082,126.20002846667413,0,0.8269311575708808
EEIPU,8,22,-2.875680063077472,6.531462124775639,132.73149059144976,0,0.807204824126709
EEIPU,8,23,-2.875680063077472,6.815802447258671,139.54729303870843,0,0.7866197255384134
EEIPU,8,24,-2.875680063077472,3.833718535093343,143.38101157380177,0,0.7750411220481651
EEIPU,8,25,-2.875680063077472,5.42362421807994,148.8046357918817,0,0.7586606826062989
