acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta
CArBO,10,1,-2.9912659134728217,4.99642129315855,85.83559697296938,0,0.9843451297514322
CArBO,10,2,-2.9912659134728217,4.965896346599148,90.80149331956854,0,0.968785900772824
CArBO,10,3,-2.9912659134728217,5.177589593961177,95.97908291352971,0,0.9525633909927173
CArBO,10,4,-2.9912659134728217,5.060033171104772,101.03911608463449,0,0.936709210950782
CArBO,10,5,-2.5613185935983847,5.224452615655393,106.26356870028988,0,0.9203398691721241
CArBO,10,6,-2.5613185935983847,5.256389328872187,111.51995802916207,0,0.9038704627527482
CArBO,10,7,-2.5613185935983847,5.066677911118289,116.58663594028036,0,0.8879954633009506
CArBO,10,8,-2.5613185935983847,4.680493469347495,121.26712940962786,0,0.873330463361447
CArBO,10,9,-2.5613185935983847,4.720795680509451,125.98792509013731,0,0.8585391878640085
CArBO,10,10,-2.5613185935983847,5.50433655829346,131.49226164843077,0,0.8412929090639156
CArBO,10,11,-2.5613185935983847,4.830727394134953,136.32298904256572,0,0.8261571936940096
CArBO,10,12,-2.5613185935983847,5.945177993082375,142.2681670356481,0,0.8075296631825643
CArBO,10,13,-2.5613185935983847,6.612746515876631,148.88091355152474,0,0.7868104958788648
CArBO,10,14,-2.5613185935983847,5.729046953429243,154.609960504954,0,0.7688601507334915
CArBO,10,15,-2.469461980415398,6.1101108380837506,160.72007134303774,0,0.7497158498904972
CArBO,10,16,-2.401806232538868,5.7450478723123615,166.46511921535011,0,0.7317153704001046
CArBO,10,17,-2.225490579017078,6.072837236617188,172.5379564519673,0,0.7126878558248045
CArBO,10,18,-2.1292048245795345,8.65178459805892,181.1897410500262,0,0.6855799405081701
CArBO,10,19,-2.1292048245795345,6.409593810855474,187.5993348608817,0,0.6654972946367418
CArBO,10,20,-2.1292048245795345,7.032935992913876,194.63227085379557,0,0.6434615826790039
CArBO,10,21,-2.0188033573547566,7.642674774434017,202.2749456282296,0,0.6195154270356449
CArBO,10,22,-2.0188033573547566,7.133355162116867,209.40830079034646,0,0.5971650800677459
CArBO,10,23,-2.0188033573547566,8.440188119520048,217.84848890986652,0,0.5707201423549247
CArBO,10,24,-2.0188033573547566,8.020461920464577,225.8689508303311,0,0.5455902977458688
CArBO,10,25,-2.0188033573547566,4.537511842105813,230.4064626724369,0,0.5313732902175461
CArBO,10,26,-2.0188033573547566,4.794595832559315,235.2010585049962,0,0.5163507828569646
CArBO,10,27,-2.0188033573547566,4.96555363806872,240.16661214306492,0,0.5007926276584206
CArBO,10,28,-2.0188033573547566,5.358245786009039,245.52485792907396,0,0.4840040828944382
CArBO,10,29,-2.0188033573547566,6.301056493431654,251.8259144225056,0,0.46426150795012017
CArBO,10,30,-2.0188033573547566,5.064319574821539,256.89023399732713,0,0.44839389767680893
CArBO,10,31,-2.0188033573547566,5.227479238776157,262.11771323610327,0,0.4320150728322791
CArBO,10,32,-2.0188033573547566,14.18595798216938,276.30367121827265,0,0.38756739347694025
CArBO,10,33,-2.0188033573547566,5.502420433513036,281.80609165178566,0,0.3703271183108602
CArBO,10,34,-2.0188033573547566,7.49477205971839,289.30086371150406,0,0.346844373911756
CArBO,10,35,-2.0188033573547566,6.0405546381490565,295.3414183496531,0,0.32791800771059265
CArBO,10,36,-2.0188033573547566,6.452928691400887,301.794347041054,0,0.307699584271107
CArBO,10,37,-2.0188033573547566,8.061607447198554,309.85595448825256,0,0.2824408218137479
CArBO,10,38,-2.015587513647807,6.240857527122275,316.09681201537484,0,0.2628868632713257
CArBO,10,39,-2.015587513647807,7.624142678456813,323.72095469383163,0,0.23899877269913164
CArBO,10,40,-2.015587513647807,13.90127126850388,337.6222259623355,0,0.19544307848724488
CArBO,10,41,-2.015587513647807,17.103167686409737,354.72539364874524,0,0.14185514919536077
CArBO,10,42,-2.015587513647807,9.816190159979445,364.5415838087247,0,0.111098899016825
CArBO,10,43,-2.015587513647807,14.711689652162157,379.2532734608868,0,0.06500398845410806
CArBO,10,44,-2.015587513647807,7.101415126400331,386.35468858728717,0,0.042753716537038244
CArBO,10,45,-1.9934919426638775,7.206450145961712,393.56113873324887,0,0.020174347150737793
CArBO,10,46,-1.9934919426638775,9.010503901556747,402.57164263480564,0,-0.00805751345041556
