acqf,trial,iteration,best_f,sum_c_x,cum_costs
EIPS,9,1,-21.550461064830472,42.57347565860935,42.57347565860935
EIPS,9,2,-21.550461064830472,42.67510806022151,85.24858371883086
EIPS,9,3,-21.550461064830472,42.534135298891876,127.78271901772274
EIPS,9,4,-21.550461064830472,42.32249156840591,170.10521058612863
EIPS,9,5,-21.550461064830472,42.13823696072126,212.2434475468499
EIPS,9,6,-21.550461064830472,42.10505606702289,254.3485036138728
EIPS,9,7,-21.550461064830472,42.096125477639426,296.44462909151224
EIPS,9,8,-21.550461064830472,42.214740196638054,338.6593692881503
EIPS,9,9,-21.550461064830472,42.331579575714315,380.9909488638646
EIPS,9,10,-21.550461064830472,42.40594482468967,423.3968936885543
EIPS,9,11,-21.550461064830472,42.560191706560815,465.95708539511514
EIPS,9,12,-21.550461064830472,41.43344460634145,507.39053000145657
EIPS,9,13,-21.550461064830472,41.191683586740865,548.5822135881974
EIPS,9,14,-21.550461064830472,41.39146644745066,589.973680035648
EIPS,9,15,-21.550461064830472,41.659501966641926,631.6331820022899
EIPS,9,16,-21.550461064830472,41.64370856048046,673.2768905627704
EIPS,9,17,-21.550461064830472,41.600473835754165,714.8773643985246
EIPS,9,18,-21.550461064830472,41.57611663352402,756.4534810320487
EIPS,9,19,-21.550461064830472,41.54375311902484,797.9972341510735
EIPS,9,20,-21.550461064830472,41.629943026491105,839.6271771775646
EIPS,9,21,-21.550461064830472,41.65948188889262,881.2866590664572
EIPS,9,22,-21.550461064830472,41.79528955981887,923.0819486262761
EIPS,9,23,-21.550461064830472,41.76552803717648,964.8474766634527
EIPS,9,24,-21.550461064830472,41.71366452433993,1006.5611411877926
EIPS,9,25,-21.550461064830472,41.66518669576439,1048.226327883557
EIPS,9,26,-21.550461064830472,41.68139396608319,1089.90772184964
EIPS,9,27,-21.550461064830472,41.48228293650705,1131.390004786147
EIPS,9,28,-21.219434399886225,42.13233449619663,1173.5223392823436
EIPS,9,29,-21.219434399886225,42.04842922034131,1215.570768502685
EIPS,9,30,-21.219434399886225,42.10940212204922,1257.6801706247343
EIPS,9,31,-21.219434399886225,42.12566320322449,1299.8058338279588
EIPS,9,32,-20.774622058666615,42.58815416732168,1342.3939879952804
EIPS,9,33,-20.398431090935027,42.900758005788354,1385.2947460010687
EIPS,9,34,-20.398431090935027,42.73149219855738,1428.026238199626
EIPS,9,35,-20.059295475119786,43.370853917143016,1471.397092116769
EIPS,9,36,-19.695756360658162,43.42392161139419,1514.8210137281633
EIPS,9,37,-19.59328793737982,43.49051115632729,1558.3115248844906
EIPS,9,38,-19.104379574565456,44.1864146118075,1602.4979394962982
EIPS,9,39,-18.412323349325725,44.660709887150574,1647.1586493834488
EIPS,9,40,-17.693117665584655,45.881948731399376,1693.0405981148483
EIPS,9,41,-16.168878968870402,47.672765004603065,1740.7133631194513
EIPS,9,42,-14.950963613794547,49.495217283198045,1790.2085804026494
EIPS,9,43,-13.876081202469475,50.74085772835949,1840.949438131009
EIPS,9,44,-13.27056546954085,51.4021935523197,1892.3516316833286
EIPS,9,45,-12.876190205527827,51.51129262702863,1943.8629243103571
EIPS,9,46,-12.876190205527827,50.56691232122361,1994.4298366315807
EIPS,9,47,-12.171306783206873,52.73137531872642,2047.161211950307
