acqf,trial,iteration,best_f,sum_c_x,cum_costs,n_mem,eta
EEIPU,4,1,-2.7095891781950296,5.9480219387566535,70.25485196804107,0,0.9822813733765404
EEIPU,4,2,-2.7095891781950296,2.135896178169909,72.39074814621098,2,0.9759187292442328
EEIPU,4,3,-2.7095891781950296,2.7051982078994974,75.09594635411048,2,0.9678601851632332
EEIPU,4,4,-2.7095891781950296,3.117792811219561,78.21373916533004,2,0.9585725585740729
EEIPU,4,5,-1.0193182998973664,2.8707152013297192,81.08445436665976,2,0.9500209541384504
EEIPU,4,6,-1.0193182998973664,5.0266698449466585,86.11112421160641,1,0.9350469531917373
EEIPU,4,7,-1.0039576874648926,6.681372964405281,92.7924971760117,0,0.9151437392985617
EEIPU,4,8,-0.9342002609137628,4.475359794196358,97.26785697020804,1,0.9018120418005554
EEIPU,4,9,-0.9342002609137628,4.5721640597491335,101.84002102995717,1,0.8881919730331512
EEIPU,4,10,-0.9342002609137628,4.499648229880528,106.3396692598377,1,0.8747879224524584
EEIPU,4,11,-0.9342002609137628,6.219228524368058,112.55889778420577,0,0.8562613956097747
EEIPU,4,12,-0.9342002609137628,5.026752586739944,117.58565037094571,1,0.8412871481826422
EEIPU,4,13,-0.9342002609137628,2.802419630789504,120.38807000173522,2,0.832938990157759
EEIPU,4,14,-0.9232731864584387,6.246451523671302,126.63452152540651,0,0.8143313684292138
EEIPU,4,15,-0.9232731864584387,6.230530491960729,132.86505201736725,1,0.7957711740335273
EEIPU,4,16,-0.9232731864584387,6.111403928654833,138.97645594602207,1,0.7775658470404642
EEIPU,4,17,-0.905548230104451,7.622102378969059,146.59855832499113,0,0.7548602841610227
EEIPU,4,18,-0.8922136181622947,6.334745772005034,152.93330409699615,1,0.7359896417450402
EEIPU,4,19,-0.8922136181622947,2.5522997907809217,155.48560388777707,2,0.7283865684057655
EEIPU,4,20,-0.8922136181622947,2.94895766554468,158.43456155332174,2,0.7196018866506917
EEIPU,4,21,-0.8922136181622947,7.549036735807178,165.9835982891289,0,0.697113979802704
EEIPU,4,22,-0.8922136181622947,8.89120642016152,174.87480470929043,0,0.6706278692245914
EEIPU,4,23,-0.8922136181622947,8.281896001976666,183.1567007112671,0,0.645956840014497
EEIPU,4,24,-0.8922136181622947,7.061856930364009,190.2185576416311,0,0.6249201983366814
EEIPU,4,25,-0.8922136181622947,7.596669589923687,197.8152272315548,0,0.6022903974664808
EEIPU,4,26,-0.586428758293639,6.796066613145095,204.61129384469987,0,0.5820455214276328
EEIPU,4,27,-0.586428758293639,7.567145454584018,212.1784392992839,0,0.5595036703222197
EEIPU,4,28,-0.586428758293639,8.105617287696575,220.28405658698045,0,0.5353577596729096
EEIPU,4,29,-0.586428758293639,7.204627765007002,227.48868435198744,0,0.5138958164178964
EEIPU,4,30,2.5882006648043623,8.017561676408128,235.50624602839557,0,0.490012215577559
EEIPU,4,31,2.5882006648043623,8.89936755152626,244.40561357992183,0,0.463501793717315
EEIPU,4,32,2.5882006648043623,8.18469121800244,252.59030479792426,0,0.43912032888525887
EEIPU,4,33,2.5882006648043623,8.385154969189653,260.97545976711393,0,0.41414170042546283
EEIPU,4,34,2.5882006648043623,8.145979818167334,269.1214395852813,0,0.3898755533993617
EEIPU,4,35,2.5882006648043623,9.312838162328793,278.43427774761005,0,0.36213343948283133
EEIPU,4,36,2.5882006648043623,8.54282166977638,286.97709941738646,0,0.3366851359903246
EEIPU,4,37,2.5882006648043623,9.707145301660702,296.6842447190472,0,0.3077684162890941
EEIPU,4,38,2.5882006648043623,9.273030829307812,305.95727554835497,0,0.2801448848656912
EEIPU,4,39,2.5882006648043623,8.002222280789889,313.9594978291449,0,0.2563069787161917
EEIPU,4,40,2.5882006648043623,7.9373900499896015,321.89688787913445,0,0.23266220199737433
EEIPU,4,41,2.5882006648043623,6.457572321042932,328.3544602001774,0,0.2134256702514163
EEIPU,4,42,2.5882006648043623,6.3756533062872744,334.7301135064647,0,0.19443316794091806
EEIPU,4,43,2.5882006648043623,4.789017128832045,339.51913063529673,0,0.18016711323015405
EEIPU,4,44,2.5882006648043623,6.5957920414601725,346.1149226767569,0,0.16051883727018867
EEIPU,4,45,2.5882006648043623,6.391448796753869,352.5063714735108,0,0.1414792816029958
EEIPU,4,46,2.5882006648043623,5.936529644352052,358.44290111786285,0,0.12379488949912927
EEIPU,4,47,2.5882006648043623,4.298912815727679,362.74181393359055,0,0.11098881180591101
EEIPU,4,48,2.5882006648043623,5.2940979727502775,368.0359119063408,0,0.09521816632863757
EEIPU,4,49,2.5882006648043623,6.3725435337560885,374.4084554400969,0,0.07623492775303001
EEIPU,4,50,2.5882006648043623,5.875546002910895,380.28400144300775,0,0.05873220047554791
EEIPU,4,51,2.5882006648043623,3.4871165157719126,383.77111795877966,0,0.048344391524665464
EEIPU,4,52,2.5882006648043623,8.214265810810131,391.98538376958976,0,0.023874826619526994
EEIPU,4,53,2.5882006648043623,9.317732660801411,401.3031164303912,0,-0.003881867571225424
