acqf,trial,iteration,best_f,sum_c_x,cum_costs
MS_BO,5,1,-12.190473159511448,19.871204791929497,227.05909376617333
MS_BO,5,2,-12.190473159511448,39.01595310209228,266.07504686826564
MS_BO,5,3,-12.190473159511448,25.813389823260795,291.88843669152646
MS_BO,5,4,-12.190473159511448,8.439436585820726,300.3278732773472
MS_BO,5,5,-12.190473159511448,24.20606250001119,324.53393577735835
MS_BO,5,6,-12.190473159511448,42.34152380005329,366.8754595774116
MS_BO,5,7,-12.190473159511448,22.902048839540207,389.77750841695183
MS_BO,5,8,-12.190473159511448,19.99795785373188,409.7754662706837
MS_BO,5,9,-12.190473159511448,24.178745643612704,433.9542119142964
MS_BO,5,10,-12.190473159511448,33.613522566059046,467.56773448035545
MS_BO,5,11,-12.190473159511448,20.392937677908463,487.96067215826395
MS_BO,5,12,-12.190473159511448,20.962553780654062,508.923225938918
MS_BO,5,13,-12.190473159511448,25.50217298721398,534.425398926132
MS_BO,5,14,-12.190473159511448,13.126472751067446,547.5518716771994
MS_BO,5,15,-12.190473159511448,21.123873410381165,568.6757450875806
MS_BO,5,16,-12.190473159511448,18.59288303625302,587.2686281238337
MS_BO,5,17,-12.190473159511448,17.357633100369384,604.6262612242031
MS_BO,5,18,-12.190473159511448,14.229253108008667,618.8555143322118
MS_BO,5,19,-12.190473159511448,14.514239226034444,633.3697535582462
MS_BO,5,20,-12.190473159511448,55.26241617535145,688.6321697335976
MS_BO,5,21,-12.190473159511448,21.40771697540422,710.0398867090018
MS_BO,5,22,-12.190473159511448,12.472411699685006,722.5122984086869
MS_BO,5,23,-12.190473159511448,8.568528062273984,731.0808264709609
MS_BO,5,24,-12.190473159511448,19.175481452754642,750.2563079237156
MS_BO,5,25,-12.190473159511448,28.996110708326142,779.2524186320417
MS_BO,5,26,-12.190473159511448,33.91692065598717,813.1693392880288
MS_BO,5,27,-12.190473159511448,30.012910208401372,843.1822494964302
MS_BO,5,28,-12.190473159511448,56.78261333632234,899.9648628327526
MS_BO,5,29,-12.190473159511448,26.46682772525186,926.4316905580044
MS_BO,5,30,-12.190473159511448,23.733533581975045,950.1652241399795
MS_BO,5,31,-12.190473159511448,47.4876274652337,997.6528516052132
MS_BO,5,32,-12.190473159511448,17.485489729666238,1015.1383413348794
MS_BO,5,33,-12.190473159511448,39.26081250713743,1054.3991538420169
MS_BO,5,34,-12.190473159511448,18.208344821308305,1072.6074986633253
MS_BO,5,35,-12.190473159511448,35.73812178736263,1108.3456204506879
MS_BO,5,36,-12.190473159511448,12.736025932567774,1121.0816463832557
MS_BO,5,37,-12.190473159511448,21.605825505577812,1142.6874718888334
MS_BO,5,38,-12.190473159511448,26.017371451824108,1168.7048433406576
MS_BO,5,39,-12.190473159511448,15.173654007829857,1183.8784973484874
MS_BO,5,40,-12.190473159511448,10.041872963033013,1193.9203703115204
MS_BO,5,41,-12.190473159511448,21.495165864582965,1215.4155361761034
MS_BO,5,42,-12.190473159511448,11.17181643786725,1226.5873526139706
MS_BO,5,43,-12.190473159511448,41.62383257279914,1268.2111851867696
MS_BO,5,44,-12.190473159511448,17.275191644667544,1285.4863768314372
MS_BO,5,45,-12.190473159511448,24.976133129402612,1310.4625099608397
MS_BO,5,46,-12.190473159511448,13.552151044314588,1324.0146610051543
MS_BO,5,47,-12.190473159511448,21.70666369865844,1345.7213247038128
MS_BO,5,48,-12.190473159511448,16.42091517370696,1362.1422398775198
MS_BO,5,49,-12.190473159511448,14.738037540352046,1376.8802774178719
MS_BO,5,50,-12.190473159511448,12.285573052599428,1389.1658504704712
MS_BO,5,51,-12.190473159511448,19.41744760178456,1408.5832980722557
MS_BO,5,52,-12.190473159511448,53.969885425968535,1462.5531834982244
MS_BO,5,53,-12.190473159511448,27.9532954724425,1490.5064789706669
MS_BO,5,54,-12.190473159511448,25.242001701897962,1515.748480672565
